timestamp,batch_id,temp_c,pH,conductivity,qc_pass,reagent_lot,ingest_time
2025-09-20 16:20:07.314743,BATCH_1000,36.95677417279048,7.23312674084474,5.123961474505828,1,LOT-1081,2025-10-20 16:20:07.315222
2025-09-20 16:21:07.314743,BATCH_1000,36.97918058218728,7.235429178082667,5.150237238969501,1,LOT-1081,2025-10-20 16:20:07.315238
2025-09-20 16:22:07.314743,BATCH_1000,37.111387928467856,7.194144634026268,5.152965266201706,1,LOT-1081,2025-10-20 16:20:07.315250
2025-09-20 16:23:07.314743,BATCH_1000,37.04280898193553,7.196516264594311,5.235540598469054,1,LOT-1081,2025-10-20 16:20:07.315263
2025-09-20 16:24:07.314743,BATCH_1000,37.0938757317844,7.167936400467564,5.129956192524822,1,LOT-1081,2025-10-20 16:20:07.315277
2025-09-20 16:25:07.314743,BATCH_1000,37.09125899052814,7.201125318512057,5.195782749634204,1,LOT-1081,2025-10-20 16:20:07.315291
2025-09-20 16:26:07.314743,BATCH_1000,37.09394546786135,7.26424002272049,5.192434837103905,1,LOT-1081,2025-10-20 16:20:07.315304
2025-09-20 16:27:07.314743,BATCH_1000,37.178664546346845,7.170815056192435,5.088211392240552,1,LOT-1081,2025-10-20 16:20:07.315321
2025-09-20 16:28:07.314743,BATCH_1000,37.12636778881668,7.198110563728857,5.107666254008571,1,LOT-1081,2025-10-20 16:20:07.315335
2025-09-20 16:29:07.314743,BATCH_1000,37.08321156164359,7.2100190889794,5.284169834616605,1,LOT-1081,2025-10-20 16:20:07.315348
2025-09-20 16:30:07.314743,BATCH_1000,36.97304970036041,7.215765232630373,5.212750254801938,1,LOT-1081,2025-10-20 16:20:07.315361
2025-09-20 16:31:07.314743,BATCH_1000,36.91614341027335,7.20776255377262,5.154437452111764,1,LOT-1081,2025-10-20 16:20:07.315374
2025-09-20 16:32:07.314743,BATCH_1000,37.04830322488243,7.206127279597484,5.176345361325231,1,LOT-1081,2025-10-20 16:20:07.315387
2025-09-20 16:33:07.314743,BATCH_1000,37.132120736632245,7.223119481127743,5.174754610101918,1,LOT-1081,2025-10-20 16:20:07.315400
2025-09-20 16:34:07.314743,BATCH_1000,36.96711909768403,7.206844090241649,5.227472285027501,1,LOT-1081,2025-10-20 16:20:07.315413
2025-09-20 16:35:07.314743,BATCH_1000,37.21190949873854,7.228508428568615,5.25595924466721,1,LOT-1081,2025-10-20 16:20:07.315425
2025-09-20 16:36:07.314743,BATCH_1000,37.0270598964411,7.256360274658743,5.175329857506841,1,LOT-1081,2025-10-20 16:20:07.315443
2025-09-20 16:37:07.314743,BATCH_1000,37.13306624657045,7.207682939694857,5.2652084180396725,1,LOT-1081,2025-10-20 16:20:07.315450
2025-09-20 16:38:07.314743,BATCH_1000,37.14274508070116,7.270069877717909,5.220450934558533,1,LOT-1081,2025-10-20 16:20:07.315458
2025-09-20 16:39:07.314743,BATCH_1000,37.08906693651069,7.232106164001313,5.159993550437761,1,LOT-1081,2025-10-20 16:20:07.315465
2025-09-20 16:40:07.314743,BATCH_1000,37.0329094399488,7.230034503030669,5.166626718100489,1,LOT-1081,2025-10-20 16:20:07.315473
2025-09-20 16:41:07.314743,BATCH_1000,36.85254235130666,7.225946259191762,5.233239635037408,1,LOT-1081,2025-10-20 16:20:07.315484
2025-09-20 16:42:07.314743,BATCH_1000,37.2600361981251,7.231410036008147,5.102351158856428,1,LOT-1081,2025-10-20 16:20:07.315497
2025-09-20 16:43:07.314743,BATCH_1000,37.05952188504863,7.225540442948353,5.20252751861899,1,LOT-1081,2025-10-20 16:20:07.315509
2025-09-20 16:44:07.314743,BATCH_1000,37.09905323197732,7.1709344128730095,5.209743740154938,1,LOT-1081,2025-10-20 16:20:07.315522
2025-09-20 16:45:07.314743,BATCH_1000,37.03184943336836,7.217219653984749,5.183648459670812,1,LOT-1081,2025-10-20 16:20:07.315535
2025-09-20 16:46:07.314743,BATCH_1000,37.08111206968268,7.249798194660592,5.196523940233725,1,LOT-1081,2025-10-20 16:20:07.315548
