timestamp,batch_id,temp_c,pH,conductivity,qc_pass,reagent_lot,ingest_time,date
2025-10-18 15:14:04.235638,BATCH_100,37.02997051649127,7.219380615381405,5.135251737507067,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:15:04.235638,BATCH_100,37.03152294967987,7.2065178891456325,5.202931693166267,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:16:04.235638,BATCH_100,36.96516355275776,7.199169194492435,5.1782913833822946,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:17:04.235638,BATCH_100,37.0479124242051,7.212502975673787,5.239219020735027,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:18:04.235638,BATCH_100,37.11016642713482,7.187136150554202,5.175355730384458,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:19:04.235638,BATCH_100,37.064482344360236,7.212690191770776,5.290728173583227,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:20:04.235638,BATCH_100,37.113191428952994,7.1975497329700495,5.132369255181428,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:21:04.235638,BATCH_100,37.108789341977065,7.227676367923529,5.14532217988019,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:22:04.235638,BATCH_100,36.99837268676769,7.188377958776654,5.204107644296692,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:23:04.235638,BATCH_100,37.02957512766864,7.201222275453105,5.168546686324435,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:24:04.235638,BATCH_100,37.22150476628279,7.225984605539598,5.172070692642577,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:25:04.235638,BATCH_100,37.09458215721251,7.2326123425011595,5.172861466516519,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:26:04.235638,BATCH_100,37.14452517397408,7.216257268955031,5.152427723842862,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:27:04.235638,BATCH_100,37.0261412247023,7.205774811940731,5.169136219220496,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:28:04.235638,BATCH_100,37.17248104261703,7.186666184370132,5.3469102452889885,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:29:04.235638,BATCH_100,36.985149067095534,7.2292398516651994,5.157338158039738,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:30:04.235638,BATCH_100,37.0555039645808,7.232955789483754,5.231499721829648,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:31:04.235638,BATCH_100,37.217045929016216,7.24354374243962,5.207858707620781,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:32:04.235638,BATCH_100,37.09331307425014,7.248084762043117,5.168065880632735,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
2025-10-18 15:33:04.235638,BATCH_100,37.16920236444124,7.221815593148194,5.183283409316528,1,LOT-1006,2025-10-20 15:14:04.239760,2025-10-18
